757099,13.152,6.697e-4
891916,14.799,5.176e-4
892376,13.96,2.038e-4
892713,12.082,5.868e-4
892834,15.269,0.001
892882,14.979,5.095e-4
893033,15.303,4.620e-4
893165,13.34,8.614e-4
893286,15.345,9.631e-4
893383,14.281,4.861e-4
893507,12.517,8.691e-5
893559,15.818,6.450e-4
893647,15.279,1.238e-4
893676,15.31,9.885e-4
1025986,10.15,8.836e-4
1027016,14.206,6.407e-4
1027330,15.357,9.625e-4
1027631,14.808,2.966e-4
1027740,13.658,5.412e-4
1028018,12.646,4.059e-4
1160891,13.21,8.571e-4
1160947,15.826,1.041e-4
1161620,13.603,6.440e-4
1162051,12.475,4.001e-4
1162635,15.802,3.507e-4
1162715,13.655,8.824e-4
1163579,13.208,9.048e-4
1163994,15.554,2.425e-4
1164102,15.274,8.709e-5
1164363,13.62,8.249e-4
1292666,13.314,6.405e-4
1292688,15.823,9.600e-4
1293671,13.713,1.632e-4
1293861,15.708,4.805e-4
1293907,13.736,4.841e-4
1293993,14.753,7.225e-4
1295069,15.218,3.689e-4
1295195,13.81,7.198e-4
1295289,15.565,7.988e-5
1295597,13.318,8.793e-4
1296491,14.907,8.019e-4
1296787,14.868,8.660e-5
1297303,15.494,9.368e-4
1297347,14.561,5.633e-4
1429092,14.82,5.070e-4
1429153,14.66,8.775e-4
1429589,13.195,6.667e-5
1429893,13.779,5.041e-4
1429921,15.828,7.768e-4
1430349,15.142,3.498e-4
1430893,15.41,1.729e-4
1431060,15.439,2.418e-4
1431116,13.426,6.667e-5
1432022,14.787,3.812e-4
1432091,15.652,4.043e-4
1432278,15.697,8.789e-4
1432469,12.714,9.595e-4
1432551,13.511,9.918e-4
1432745,13.208,3.261e-4
1432847,15.617,4.799e-4
1433040,14.673,1.631e-4
1433642,14.381,2.417e-4
1433899,15.229,4.562e-4
1434259,12.151,4.802e-4
1434277,11.201,9.835e-4
1434708,13.563,5.280e-4
1434976,14.786,7.990e-4
1435229,14.586,8.789e-4
1435260,15.998,3.448e-4
1435272,13.633,5.599e-4
1436140,15.638,9.356e-4
1569682,15.488,1.510e-4
1569863,15.856,6.667e-5
1570150,12.972,7.174e-4
1570191,14.611,8.234e-4
1570349,14.184,2.254e-4
1570466,14.353,7.182e-4
1570529,14.997,4.555e-4
1570915,13.863,7.738e-4
1570924,12.944,3.258e-4
1571003,14.409,6.962e-4
1571364,14.421,1.089e-4
1572114,15.721,5.617e-4
1572558,13.867,3.206e-4
1572802,15.329,6.648e-4
1572895,13.078,7.971e-5
1573478,15.521,1.089e-4
1573742,13.569,9.019e-4
1573836,13.124,3.804e-4
1574646,12.001,4.558e-4
1575580,11.817,1.628e-4
1576796,13.192,4.000e-4
1577265,15.568,6.667e-5
1577315,15.304,6.612e-4
1717515,14.097,4.789e-4
1717999,15.585,1.949e-4
1718401,12.657,2.249e-4
1718520,13.725,8.633e-5
1718828,11.529,3.487e-4
1718985,14.593,2.649e-4
1719166,15.747,2.410e-4
1719358,15.257,6.931e-4
1719974,12.05,3.252e-4
1721558,15.428,3.200e-4
1721614,12.918,1.725e-4
1721795,13.722,3.253e-4
1721879,13.946,7.175e-4
1721911,15.184,1.627e-4
1722506,13.716,3.186e-4
1722735,15.477,4.235e-4
1722816,13.25,9.580e-4
1723845,13.115,7.176e-4
1723908,13.274,1.726e-4
1723978,14.132,8.690e-5
1723993,14.276,8.763e-4
1724720,14.245,4.821e-4
1724975,12.324,8.762e-4
1725207,13.203,5.584e-4
1725376,15.617,4.231e-4
1725688,14.272,9.556e-4
1725997,15.829,8.229e-4
1726035,15.531,5.581e-4
1849159,10.802,5.009e-4
1849238,14.172,4.542e-4
1849386,14.67,7.744e-4
1849500,14.758,3.482e-4
1849547,15.077,8.626e-5
1849581,12.056,6.944e-4
1849590,14.555,7.189e-4
1849610,15.229,4.268e-4
1849785,14.751,7.400e-4
1849885,12.953,2.248e-4
1864124,11.622,7.183e-4
1864305,14.609,1.624e-4
1864951,14.95,5.601e-4
1865136,11.883,9.002e-4
1865174,14.699,6.629e-4
1865206,14.719,4.546e-4
1865305,13.556,7.956e-4
1865325,12.535,8.214e-4
1865477,15.29,4.546e-4
1865519,13.004,1.037e-4
1865663,14.168,3.196e-4
1865674,13.905,1.038e-4
1865698,13.809,6.395e-4
1865864,15.572,8.620e-5
1865925,15.687,8.622e-5
1866535,15.268,6.394e-4
1866924,14.295,1.230e-4
1866985,15.189,2.959e-4
1866986,14.969,6.371e-4
1867120,13.541,4.030e-4
1867210,14.445,8.683e-5
1867358,15.973,9.327e-4
1867462,14.604,4.814e-4
1867521,15.279,7.953e-4
1867630,12.634,4.264e-4
1867645,15.16,9.779e-4
1867740,13.907,7.978e-4
1868579,15.696,4.033e-4
1868785,12.581,6.160e-4
1869183,12.503,3.988e-4
1869231,15.519,1.724e-4
1869607,13.809,8.437e-4
1869783,14.923,3.247e-4
1869933,14.86,7.080e-5
1870028,13.945,3.248e-4
1870480,15.921,5.011e-4
1870952,15.396,8.747e-4
1870957,14.148,4.029e-4
1871091,15.201,2.408e-4
1871120,14.11,2.022e-4
1871176,13.891,2.409e-4
1872192,13.743,9.566e-4
1872349,15.005,3.485e-4
1872433,15.7,7.081e-5
1872530,14.328,8.618e-5
1872547,13.181,9.541e-4
1872802,15.914,8.755e-4
1872885,15.61,7.186e-4
1872974,14.524,1.230e-4
1873523,15.545,7.959e-4
1873543,14.444,6.364e-4
1873656,13.869,1.037e-4
1873925,15.233,1.392e-4
1873987,14.079,7.182e-4
1874365,13.869,6.156e-4
1995089,15.062,3.729e-4
1995126,15.429,8.176e-4
1995155,15.362,1.505e-4
1995340,14.556,3.982e-4
1995351,12.972,5.319e-4
1995443,13.495,3.971e-4
1995526,14.146,2.472e-4
1995840,13.358,6.145e-4
1996162,14.052,5.047e-4
1996492,14.952,5.834e-4
1996574,15.516,6.389e-4
1996721,11.878,6.596e-4
1996760,13.529,1.037e-4
1996773,14.822,8.609e-5
1996936,15.084,9.863e-4
2010152,13.385,6.357e-4
2010374,15.731,8.753e-4
2010579,15.26,2.702e-4
2010738,15.987,8.738e-4
2011417,15.309,8.189e-4
2011440,14.658,7.945e-4
2011618,13.099,4.024e-4
2011878,15.853,3.744e-4
2011901,14.966,7.079e-5
2012093,12.866,8.731e-4
2012265,15.134,6.858e-4
2012565,13.224,2.169e-4
2012631,14.379,1.623e-4
2012690,13.604,8.522e-4
2012731,15.976,2.406e-4
2013263,14.99,4.807e-4
2013284,14.348,6.071e-4
2013503,13.759,5.559e-4
2013577,14.716,3.792e-4
2013627,14.399,6.480e-5
2013754,14.399,6.150e-4
2014065,13.362,2.404e-4
2014087,15.939,8.615e-5
2015025,13.385,5.599e-4
2015098,15.967,2.639e-4
2015302,15.397,9.000e-4
2015703,15.188,1.505e-4
2015767,15.953,3.554e-4
2015883,11.942,4.260e-4
2016219,15.991,6.621e-4
2016452,14.636,3.177e-4
2016522,13.634,4.577e-4
2016657,14.679,4.810e-4
2016678,14.877,3.985e-4
2016979,15.898,9.526e-4
2017135,14.833,1.587e-4
2017246,15.229,6.480e-5
2017659,15.474,4.999e-4
2017692,15.713,7.174e-4
2017860,12.857,4.535e-4
2018446,14.05,5.326e-4
2018492,14.16,3.334e-5
2018631,11.942,5.831e-4
2018685,14.053,8.679e-5
2018827,13.031,6.600e-4
2019504,15.166,8.282e-4
2019608,15.657,5.599e-4
2019720,15.524,3.792e-4
2019761,12.501,7.968e-4
2019881,13.769,7.970e-4
2019900,13.489,2.640e-4
2020185,15.125,8.976e-4
2020638,15.689,2.406e-4
2020830,14.241,7.382e-4
2021099,13.58,3.744e-4
2021157,14.601,8.727e-4
2140686,12.011,5.007e-4
2140897,15.045,6.587e-4
2140909,15.411,3.239e-4
2141150,15.355,3.724e-4
2141179,14.707,2.166e-4
2141193,15.451,7.930e-4
2141655,15.131,8.676e-5
2141787,14.646,5.322e-4
2141812,13.31,7.925e-4
2141852,14.615,1.227e-4
2141865,14.806,9.508e-4
2142026,14.254,2.698e-4
2142091,15.37,2.618e-4
2142372,15.542,6.477e-5
2142451,15.694,1.031e-4
2142663,14.739,3.240e-4
2154965,15.131,7.614e-4
2155064,13.72,5.354e-4
2156061,13.475,7.078e-5
2156529,14.892,9.516e-4
2156537,15.008,5.038e-4
2156718,15.096,1.036e-4
2156839,14.355,6.381e-4
2156848,15.467,2.378e-4
2156879,13.4,6.115e-4
2156933,14.982,5.552e-4
2157356,15.984,6.380e-4
2157495,15.621,1.619e-4
2157508,15.406,8.484e-4
2157676,14.949,2.379e-5
2158047,13.974,3.784e-4
2158059,15.589,6.342e-4
2158067,13.018,9.536e-4
2158543,14.399,2.700e-4
2158548,12.966,6.578e-4
2158566,15.356,4.803e-4
2158750,13.376,6.349e-4
2159257,14.373,6.585e-4
2159486,15.008,4.769e-4
2159852,13.42,9.538e-4
2160105,15.944,5.592e-4
2162377,13.743,7.955e-4
2163101,15.225,3.472e-4
2163326,14.236,6.379e-4
2163610,15.976,4.768e-4
2163634,14.53,1.942e-4
2163644,15.058,0.001
2163706,14.879,7.135e-4
2164031,13.933,9.277e-4
2164522,14.248,3.170e-4
2164604,14.531,3.009e-4
2165356,12.283,4.534e-4
2165357,15.499,8.988e-4
2166534,15.395,4.802e-4
2166932,14.753,6.577e-4
2167151,13.282,6.141e-4
2167600,12.434,6.112e-4
2167693,15.572,7.078e-5
2168263,14.738,8.741e-4
2168638,15.96,9.508e-4
2282652,15.005,6.103e-4
2282712,15.568,1.618e-4
2282919,14.981,1.719e-4
2283092,13.814,8.966e-4
2283166,13.998,5.002e-4
2283186,14.421,7.157e-4
2283362,15.771,0.000
2283541,12.55,8.721e-4
2283650,15.974,7.122e-4
2283703,14.957,4.798e-4
2284312,15.233,2.467e-4
2284644,14.182,8.594e-5
2284829,14.889,5.032e-4
2284882,14.669,4.795e-4
2285598,11.973,7.077e-5
2297468,12.266,6.890e-4
2298013,13.877,5.349e-4
2298305,14.788,8.476e-4
2298664,15.64,9.502e-4
2299540,15.219,5.319e-4
2299738,13.961,6.667e-5
2299823,15.528,2.467e-4
2300039,15.427,6.895e-4
2300072,14.278,2.950e-4
2300253,15.667,7.706e-4
2300440,15.013,3.974e-4
2300631,13.823,3.782e-4
2300835,15.54,7.922e-4
2301143,13.802,0.001
2301367,14.491,4.799e-4
2301389,14.631,7.711e-4
2301512,14.51,7.917e-4
2301872,13.052,4.753e-4
2302108,15.179,4.800e-4
2302281,15.151,9.744e-4
2302288,12.548,8.970e-4
2302787,14.434,5.787e-4
2302794,15.465,2.163e-4
2302851,13.102,3.168e-4
2302901,14.206,9.050e-4
2302942,15.105,1.502e-4
2302997,14.709,7.131e-4
2303102,12.963,2.138e-4
